   1 0.8219198E+02
   1 0.8371849E+02
   1 0.8294796E+02
   1 0.8334973E+02
   1 0.8299409E+02
   1 0.8367106E+02
   1 0.8329632E+02
   1 0.8388326E+02
   1 0.8392697E+02
   1 0.8371555E+02
   1 0.8328022E+02
   1 0.8325568E+02
   1 0.8360814E+02
   1 0.8297087E+02
   1 0.8349536E+02
   1 0.8305112E+02
   1 0.8209760E+02
   1 0.8333516E+02
   1 0.8288644E+02
   1 0.8329115E+02
   1 0.8291944E+02
   1 0.8308925E+02
   1 0.8273420E+02
   1 0.8353005E+02
   1 0.8343996E+02
   1 0.8281072E+02
   1 0.8336607E+02
   1 0.8341064E+02
   1 0.8322386E+02
   1 0.8348634E+02
   1 0.8381438E+02
   1 0.8323115E+02
   1 0.8366966E+02
   1 0.8330453E+02
   1 0.8307143E+02
   1 0.8333137E+02
   1 0.8290862E+02
   1 0.8353733E+02
   1 0.8260180E+02
   1 0.8367209E+02
   1 0.8305127E+02
   1 0.3118064E+02
   1 0.8469176E+02
   1 0.3899012E+02
   1 0.5804382E+02
   1 0.3133192E+02
   1 0.8270082E+02
   1 0.8322057E+02
   1 0.8297788E+02
   1 0.8283211E+02
   1 0.8278528E+02
   1 0.8268184E+02
   1 0.8279922E+02
   1 0.8399271E+02
   1 0.8346140E+02
   1 0.8314576E+02
   1 0.8318528E+02
   1 0.8247249E+02
   1 0.8370416E+02
   1 0.8340168E+02
   1 0.8353194E+02
   1 0.8292713E+02
   1 0.8315252E+02
   1 0.8345522E+02
   1 0.8373878E+02
   1 0.8378958E+02
   1 0.8331058E+02
   1 0.8324334E+02
   1 0.8354053E+02
   1 0.8371325E+02
   1 0.8266659E+02
   1 0.8359183E+02
   1 0.8363400E+02
   1 0.8319468E+02
   1 0.8008605E+02
   1 0.8384857E+02
   1 0.8325457E+02
   1 0.8305974E+02
   1 0.8313520E+02
   1 0.8296392E+02
   1 0.8310627E+02
   1 0.8329682E+02
   1 0.8289748E+02
   1 0.8297523E+02
   1 0.8344879E+02
   1 0.1695218E+02
   1 0.8332541E+02
   1 0.8227402E+02
   1 0.8306901E+02
   1 0.7895847E+02
   1 0.8265742E+02
   1 0.8277503E+02
   1 0.8258192E+02
   1 0.8360751E+02
   1 0.8303778E+02
   1 0.8343907E+02
   1 0.8339639E+02
   1 0.8330436E+02
   1 0.8328539E+02
   1 0.8327366E+02
   1 0.5066559E+02
   1 0.8414644E+01
   1 0.8335597E+02
   1 0.1579588E+02
   1 0.8314464E+02
   1 0.8389277E+02
   1 0.8311667E+02
   1 0.8356522E+02
   1 0.7839245E+02
   1 0.8314646E+02
   1 0.8368474E+02
   1 0.8342433E+02
   1 0.8321445E+02
   1 0.8325912E+02
   1 0.8302150E+02
   1 0.8386806E+02
   1 0.8367646E+02
   1 0.8264614E+02
   1 0.8357913E+02
   1 0.8129628E+02
   1 0.8383699E+02
   1 0.6768425E+02
   1 0.8352889E+02
   1 0.8322598E+02
   1 0.8411904E+02
   1 0.8337355E+02
   1 0.8373565E+02
   1 0.8382300E+02
   1 0.8354939E+02
   1 0.8326092E+02
   1 0.8421932E+02
   1 0.1392879E+02
   1 0.6436692E+02
   1 0.8263222E+02
   1 0.8336706E+02
   1 0.8255576E+02
   1 0.8320940E+02
   1 0.8449572E+02
   1 0.8341650E+02
   1 0.8327010E+02
   1 0.8349006E+02
   1 0.8264129E+02
   1 0.8259782E+02
   1 0.8365504E+02
   1 0.8296993E+02
   1 0.8361981E+02
   1 0.8309289E+02
   1 0.8326097E+02
   1 0.8358095E+02
   1 0.8351636E+02
   1 0.8354097E+02
   1 0.8309154E+02
   1 0.8360079E+02
   1 0.3909618E+02
